Proteins
MaxQuant:feature intensity,ass_0,ass_1,ass_2,ass_3,ass_4,ass_5,ass_6,ass_7,SV_config_2,SV_config_1,SV_config_1_L,SV_config_2_H,SV_config_2_L,SV_config_1_H
prot_2427,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2428,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4.5172E7,2.0973E7,2.5938E7,3.201E7
prot_2429,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2430,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2431,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2432,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2433,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2434,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2435,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2436,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3812800.0,3298800.0,5099500.0,2267800.0
prot_2437,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2438,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3.079E7,1.8122E7,2.256E7,2.7235E7
prot_2439,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,829140.0,0.0,0.0,780400.0
prot_2440,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2441,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2442,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,291140.0,0.0,0.0,386320.0
prot_2443,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,416000.0,568710.0,0.0
prot_2444,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2445,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3.5512E7,1.3925E7,1.9374E7,2.3314E7
prot_2446,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2447,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2448,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2449,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2450,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2451,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1875300.0,595720.0,927410.0,1445700.0
prot_2452,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2453,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2454,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2455,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2456,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2457,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2458,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2459,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2460,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2461,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2462,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,219450.0,85353.0,119290.0,263600.0
prot_2463,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2464,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2465,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2466,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2467,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2468,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2469,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2470,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2471,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1476600.0,366960.0,501830.0,804440.0
prot_2472,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,6.7451E7,3.3119E7,4.5986E7,4.5229E7
prot_2473,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2474,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0E7,4606300.0,5567700.0,6886100.0
prot_2475,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2476,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2477,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,51524.0,0.0,0.0,26932.0
prot_2478,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2479,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2480,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2481,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3.3615E7,2.2261E7,1.5908E7,3.5883E7
prot_2482,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2483,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2926000.0,216870.0,248650.0,2859100.0
prot_2484,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2485,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2486,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2487,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2488,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2489,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2490,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0906E7,1.4265E7,1.779E7,1.2145E7
prot_2491,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1695300.0,285920.0,383330.0,1178300.0
prot_2492,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2493,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2494,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,554710.0,256720.0,310860.0,438220.0
prot_2495,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2496,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2497,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2498,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2499,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2500,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2501,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2502,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2503,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2504,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2505,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2506,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2507,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2508,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2509,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2510,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2511,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,41830.0,0.0,0.0,24608.0
prot_2512,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1767900.0,1.0034E7,5062100.0,1521900.0
prot_2513,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2514,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2515,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2516,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2517,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2518,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2519,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2520,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,251930.0,449880.0,0.0
prot_2521,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1405100.0,862440.0,1089500.0,908530.0
prot_2522,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2523,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2524,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,125480.0,0.0,0.0,75282.0
prot_2525,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2526,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2527,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2528,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2529,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2530,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,997810.0,0.0,0.0,808040.0
prot_2531,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2532,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2533,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2119200.0,1479800.0,1537500.0,1606500.0
prot_2534,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2535,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2536,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1910200.0,829230.0,1373200.0,858930.0
prot_2537,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3947900.0,2105500.0,3469400.0,7019400.0
prot_2538,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2539,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2540,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2541,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2542,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2543,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2544,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2545,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2546,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2547,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2548,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2549,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2550,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2551,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2552,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2553,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2554,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2555,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1539100.0,599800.0,533540.0,1152200.0
prot_2556,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3347100.0,1491100.0,2129600.0,2424900.0
prot_2557,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2558,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2559,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,549170.0,264480.0,377780.0,237510.0
prot_2560,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2212200.0,1350500.0,1639900.0,1597300.0
prot_2561,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2609100.0,1676300.0,1742700.0,2384200.0
prot_2562,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3.566E7,2.7441E7,3.2774E7,3.2399E7
prot_2563,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2564,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2565,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2566,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2567,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2568,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2569,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2570,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2571,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4698200.0,9527900.0,4336500.0,1.8758E7
prot_2572,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,1157200.0,1580100.0,0.0
prot_2573,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3.6314E8,2.1558E8,3.0887E8,2.8331E8
prot_2574,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2575,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,403650.0,0.0,0.0,231470.0
prot_2576,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2577,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2578,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2579,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,0.0,0.0,0.0
prot_2580,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2581,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2.8007E7,1.9448E7,2.4468E7,2.4662E7
prot_2582,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0169E7,5743700.0,8342900.0,7788800.0
prot_2583,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2584,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2585,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2586,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2587,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2588,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,7291600.0,5495900.0,5757500.0,8737800.0
prot_2589,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4910300.0,3503400.0,4081900.0,3355700.0
prot_2590,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2591,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2592,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.1419E8,6.5583E7,7.8459E7,8.8778E7
prot_2593,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,84895.0,0.0,0.0,59300.0
prot_2594,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2595,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,266830.0,228600.0,303890.0,221200.0
prot_2596,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2597,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2598,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,9895600.0,4138100.0,4919000.0,6324400.0
prot_2599,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,606840.0,664150.0,661350.0,755120.0
prot_2600,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2601,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2602,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,8062800.0,5090000.0,6487200.0,6738400.0
prot_2603,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3163300.0,2242300.0,3011400.0,2899800.0
prot_2604,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2605,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2606,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2607,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2608,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,716100.0,1541400.0,1591600.0,970390.0
prot_2609,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1707600.0,1208400.0,1644800.0,969190.0
prot_2610,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1411200.0,661830.0,710780.0,942260.0
prot_2611,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2612,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4085900.0,2107100.0,2522500.0,3311400.0
prot_2613,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2614,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2615,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2616,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2617,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,319940.0,0.0,0.0,0.0
prot_2618,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2619,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,909590.0,1245800.0,1826700.0,1103500.0
prot_2620,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2621,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,825530.0,447660.0,0.0
prot_2622,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2623,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2267300.0,1232800.0,1548000.0,1713900.0
prot_2624,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2625,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2626,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,313750.0,734020.0,771940.0,292150.0
prot_2627,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2628,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2629,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2630,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2631,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2632,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2633,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2634,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2635,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2636,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2637,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2638,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,8960600.0,7120000.0,1.4836E7,5038400.0
prot_2639,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,7804900.0,3098200.0,4022000.0,5707600.0
prot_2640,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2641,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2642,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,661100.0,656450.0,601850.0,848260.0
prot_2643,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2644,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2645,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2646,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2647,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2648,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2649,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2650,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2651,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2652,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2653,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3524700.0,3144200.0,4279800.0,3177100.0
prot_2654,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2655,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,813320.0,930360.0,1004600.0,746030.0
prot_2656,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2657,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2658,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2659,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2997300.0,2257700.0,2861100.0,2831300.0
prot_2660,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,110870.0,0.0,0.0,135060.0
prot_2661,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2662,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2663,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2664,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2665,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4266800.0,3919200.0,5066000.0,3878000.0
prot_2666,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,0.0,0.0,0.0
prot_2667,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2668,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2669,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2670,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2671,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2672,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2673,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3.6895E7,3.0957E7,3.7265E7,3.5369E7
prot_2674,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2675,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,9942300.0,5877000.0,6257900.0,7460100.0
prot_2676,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,245110.0,0.0,0.0,170980.0
prot_2677,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2678,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2549600.0,2947500.0,3161600.0,2562300.0
prot_2679,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1567400.0,821520.0,1263400.0,727800.0
prot_2680,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1160700.0,1006500.0,1119700.0,1042300.0
prot_2681,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4.4633E7,3.2335E7,4.1044E7,3.8219E7
prot_2682,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2683,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2684,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2685,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3327500.0,0.0,0.0,4960100.0
prot_2686,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4198400.0,2125600.0,2357800.0,3340900.0
prot_2687,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1048000.0,217670.0,244560.0,907930.0
prot_2688,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3840000.0,1466400.0,2134100.0,6801900.0
prot_2689,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,681300.0,0.0,0.0,358310.0
prot_2690,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5643900.0,1171200.0,1642500.0,5595400.0
prot_2691,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2692,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2693,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2469000.0,2283100.0,2934800.0,2070800.0
prot_2694,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2695,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2696,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2697,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
