Proteins
MaxQuant:feature intensity,ass_0,ass_1,ass_2,ass_3,ass_4,ass_5,ass_6,ass_7,SV_config_2,SV_config_1,SV_config_1_L,SV_config_2_H,SV_config_2_L,SV_config_1_H
prot_817,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_818,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_819,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_820,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_821,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,8529900.0,7794900.0,9184900.0,9069700.0
prot_822,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_823,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_824,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1549700.0,872920.0,1128700.0,1263300.0
prot_825,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_826,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_827,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3977300.0,1201400.0,1999800.0,3050500.0
prot_828,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_829,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_830,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_831,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1023400.0,0.0,0.0,804510.0
prot_832,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_833,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_834,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_835,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,807480.0,1447100.0,0.0
prot_836,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_837,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_838,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_839,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,92669.0,46907.0,39193.0,82052.0
prot_840,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_841,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_842,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_843,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_844,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_845,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,804730.0,382590.0,406390.0,725660.0
prot_846,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_847,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_848,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3.0887E7,2.2601E7,2.7903E7,2.2789E7
prot_849,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_850,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,346210.0,1428400.0,1810000.0,141050.0
prot_851,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_852,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_853,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,927440.0,1387700.0,2032600.0,678170.0
prot_854,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_855,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5417300.0,1098500.0,2688700.0,2697900.0
prot_856,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,9820400.0,7244000.0,7997900.0,7171300.0
prot_857,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_858,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,6009100.0,3988100.0,4675000.0,4683700.0
prot_859,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,507760.0,0.0,0.0,242320.0
prot_860,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_861,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_862,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_863,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_864,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_865,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_866,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_867,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_868,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_869,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_870,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_871,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_872,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1993900.0,682390.0,740730.0,1131900.0
prot_873,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_874,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_875,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_876,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_877,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_878,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_879,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2767800.0,4001200.0,9256400.0,1361200.0
prot_880,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_881,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_882,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_883,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_884,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_885,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_886,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_887,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_888,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1780000.0,1968700.0,1466400.0,1665700.0
prot_889,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_890,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_891,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5145400.0,3862000.0,3618200.0,3951200.0
prot_892,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_893,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_894,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_895,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_896,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_897,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_898,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,556520.0,345130.0,578130.0,295320.0
prot_899,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_900,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1472200.0,1062800.0,1461200.0,991700.0
prot_901,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_902,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_903,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,391290.0,167420.0,262510.0,302030.0
prot_904,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_905,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_906,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.2713E7,4826000.0,5977100.0,1.0413E7
prot_907,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_908,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_909,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_910,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_911,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_912,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,592190.0,2052200.0,0.0
prot_913,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_914,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_915,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_916,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_917,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_918,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,223270.0,0.0,0.0,142950.0
prot_919,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_920,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_921,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_922,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_923,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_924,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_925,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2008000.0,2387600.0,3593700.0,1782100.0
prot_926,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_927,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_928,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_929,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_930,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.1398E7,6335400.0,7515600.0,9460800.0
prot_931,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_932,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_933,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_934,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_935,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_936,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_937,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_938,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_939,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2.0362E8,1.4524E8,1.9232E8,1.8526E8
prot_940,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,370680.0,321700.0,0.0
prot_941,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_942,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_943,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_944,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_945,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,750590.0,601180.0,576210.0,522110.0
prot_946,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_947,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_948,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,591330.0,654100.0,674230.0,819240.0
prot_949,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_950,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_951,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_952,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,391380.0,596030.0,1250900.0,359860.0
prot_953,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1547900.0,661190.0,870240.0,1335300.0
prot_954,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_955,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,1501100.0,1535000.0,0.0
prot_956,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_957,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_958,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_959,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_960,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_961,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_962,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_963,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_964,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3505000.0,884300.0,1213200.0,2988000.0
prot_965,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_966,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_967,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_968,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_969,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_970,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_971,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,608960.0,0.0,0.0,488730.0
prot_972,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_973,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_974,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,174640.0,0.0,0.0,142810.0
prot_975,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_976,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1636600.0,820460.0,895880.0,1483700.0
prot_977,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_978,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,0.0,0.0,0.0
prot_979,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,73977.0,75444.0,79469.0,32323.0
prot_980,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_981,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1508000.0,799550.0,1065500.0,904900.0
prot_982,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_983,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_984,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_985,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2433200.0,2532400.0,2289200.0,2003200.0
prot_986,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_987,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_988,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_989,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_990,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,351630.0,0.0,0.0,225930.0
prot_991,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_992,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,46381.0,0.0,0.0,34649.0
prot_993,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,0.0,0.0,0.0
prot_994,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,231440.0,26594.0,39085.0,248830.0
prot_995,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_996,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_997,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_998,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,593130.0,256870.0,316230.0,570620.0
prot_999,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5437900.0,163100.0,306290.0,4545900.0
prot_1000,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1001,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1002,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1003,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1004,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1005,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1006,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,680290.0,935380.0,1110900.0,605440.0
prot_1007,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,179060.0,186200.0,0.0
prot_1008,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,7993700.0,3175700.0,5679100.0,5113600.0
prot_1009,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1010,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.1505E7,8046100.0,1.039E7,1.0483E7
prot_1011,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1012,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1013,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1014,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5616000.0,4553800.0,4459400.0,5645100.0
prot_1015,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1016,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1017,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1018,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1019,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1020,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1021,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1022,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1023,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1321100.0,1564900.0,1676900.0,2087800.0
prot_1024,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1025,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,6519000.0,4190400.0,5444100.0,6283700.0
prot_1026,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2377700.0,1099300.0,1460000.0,943650.0
prot_1027,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1028,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1029,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1030,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1031,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1032,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1033,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,331600.0,280010.0,341990.0,327150.0
prot_1034,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,358340.0,0.0,0.0,384010.0
prot_1035,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1036,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1037,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1038,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1445400.0,1164400.0,1239400.0,1234100.0
prot_1039,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1040,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1041,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1042,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1043,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1044,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1045,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1046,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1771700.0,697740.0,1211400.0,1336100.0
prot_1047,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,23408.0,0.0,0.0,21886.0
prot_1048,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1049,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1050,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1051,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1052,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1053,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3810800.0,2010100.0,2630100.0,3031100.0
prot_1054,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1055,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1056,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1057,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5876700.0,1431100.0,2159300.0,4502100.0
prot_1058,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1059,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1060,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3570600.0,1672200.0,2732500.0,2789000.0
prot_1061,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1062,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1063,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1064,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1065,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4745000.0,2771700.0,4807100.0,2737300.0
prot_1066,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3434200.0,2999100.0,3757600.0,3282200.0
prot_1067,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,488770.0,762350.0,842190.0,424720.0
prot_1068,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1069,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1070,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1292000.0,1989300.0,2715500.0,864630.0
prot_1071,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1072,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1073,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1074,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1075,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1076,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1077,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,497700.0,201680.0,271500.0,448280.0
prot_1078,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1079,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1152700.0,464830.0,842010.0,658880.0
prot_1080,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1081,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1082,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1083,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1084,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1085,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1086,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1087,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,624610.0,0.0,0.0,259000.0
prot_1088,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1089,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1090,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1091,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1092,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1285000.0,649080.0,4336800.0,867380.0
prot_1093,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1094,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
