Intensity puf3a	Intensity puf3b	Intensity puf3c	Intensity puf3d	Intensity puf3e	Intensity wta	Intensity wtb	Intensity wtc	Intensity wtd	Intensity wte	Only identified by site	Reverse	Contaminant	t-test Significant	PEP	Intensity	Unique peptides	Unique peptides puf3a	Unique peptides puf3b	Unique peptides puf3c	Unique peptides puf3d	Unique peptides puf3e	Unique peptides wta	Unique peptides wtb	Unique peptides wtc	Unique peptides wtd	Unique peptides wte	Sequence coverage [%]	Peptide IDs	Sequence coverage puf3a [%]	Sequence coverage puf3b [%]	Sequence coverage puf3c [%]	Sequence coverage puf3d [%]	Sequence coverage puf3e [%]	Sequence coverage wta [%]	Sequence coverage wtb [%]	Sequence coverage wtc [%]	Sequence coverage wtd [%]	Sequence coverage wte [%]	-Log t-test p value	t-test Difference	Protein IDs	Majority protein IDs
#!{Type}E	E	E	E	E	E	E	E	E	E	C	C	C	C	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	T	T
#!{C:Group1}puf3	puf3	puf3	puf3	puf3	wt	wt	wt	wt	wt																																	
22.34911	22.41857	22.50845	25.52073	22.56992	25.61992	25.85709	22.625	25.82384	17.92624					5.9922E-18	249490000	4	1	1	1	2	1	3	2	2	2	0	13.7	NaN	5.9	5.9	5.9	7.6	5.9	11.2	7.6	8.3	7.6	0	0.112630303298973	-0.49706230163574	YIR008C	YIR008C
21.54387	24.01206	21.09294	21.97067	20.15799	22.31266	18.74307	19.61656	22.46026	23.0856					1.5867E-07	46203000	4	1	2	1	1	0	1	0	0	1	2	16.8	NaN	5.8	7.4	3.6	3.3	0	4.1	0	0	4.1	7.4	0.189409468187454	0.511877059936523	YIR026C	YIR026C
20.62185	18.40141	21.18471	24.4177	24.40243	18.45559	17.93021	18.33466	17.0378	18.73025				+	3.9415E-17	48584000	4	1	0	1	2	2	1	0	0	0	0	15	NaN	2.9	0	2.9	7.5	9.9	2.9	0	0	0	0	1.83140360537844	3.70791854858399	YIR034C	YIR034C
22.93919	22.30201	22.6246	22.66923	23.17779	22.80361	22.49123	23.02567	21.97844	21.89959					1.1138E-27	65639000	3	1	1	1	1	2	1	1	2	1	1	22.4	NaN	10.2	10.2	10.2	10.2	15.7	10.2	10.2	16.9	10.2	10.2	0.538660946023892	0.302857971191408	YIR035C	YIR035C
19.93189	22.16635	23.68581	21.98676	23.99101	22.6154	22.84959	21.3356	22.74098	20.5914					7.4145E-19	64251000	5	0	2	3	2	3	2	2	1	2	1	23.2	NaN	0	10.3	14.4	9.9	14.4	8.7	8.7	5.7	8.7	5.7	0.147176726957951	0.325769424438477	YIR036C	YIR036C
24.82697	26.37232	25.36816	26.95316	26.06281	26.44631	25.64963	26.14287	25.48121	26.94815					9.9609E-66	754450000	5	4	3	5	5	5	4	5	4	4	5	35.6	NaN	29.4	25.2	35.6	35.6	35.6	30.1	35.6	35.6	35.6	30.7	0.187720047128962	-0.216949844360354	YIR037W	YIR037W
19.66716	18.97863	23.09383	18.82252	22.61392	18.38806	18.38641	20.13377	17.08399	20.05045					3.6801E-14	16231000	3	0	1	3	0	2	1	0	0	0	0	13.7	NaN	0	5.1	13.7	0	9	5.1	0	0	0	0	0.883274901311568	1.82667350769043	YIR038C	YIR038C
25.85999	25.15715	19.30236	23.4095	25.81968	26.04764	24.5932	23.39872	25.32416	22.50942					9.9281E-31	322390000	6	3	3	0	1	2	4	3	1	3	2	26	NaN	16.3	17.2	0	6.5	11.2	16.3	12.6	6.5	16.3	7.4	0.126848614338789	-0.464892578124999	YJL001W	YJL001W
27.04978	27.66587	27.50892	27.27737	27.42798	27.06938	27.49884	27.10729	26.94659	27.0056					6.0924E-217	1625300000	19	11	11	15	10	10	10	15	12	14	12	43.7	NaN	27.1	29.2	35.4	24.5	25.4	26.1	36.4	29.2	34.9	30.1	0.974064832652741	0.260445022583006	YJL008C	YJL008C
21.59892	19.73837	19.61799	21.56113	22.58495	17.94419	18.88079	17.75198	17.06462	19.94474				+	6.8287E-05	12562000	3	1	0	0	1	3	0	0	0	0	0	4.8	NaN	1.2	0	0	1.1	4.8	0	0	0	0	0	2.11624633168482	2.70300788879394	YJL010C	YJL010C
26.15837	26.95438	27.50771	26.63006	25.90074	26.12216	26.39615	25.83393	26.37569	26.42148					8.372E-77	960380000	15	8	6	10	6	6	8	7	6	9	6	29.6	NaN	15.9	14	22.1	12.4	11.6	17.6	12.2	13.5	16.7	10.3	0.641435299828286	0.400369262695314	YJL014W	YJL014W
24.61493	23.84671	24.77334	23.52241	24.37152	23.64064	24.32113	23.17161	23.72557	21.84885					2.8782E-62	164340000	11	4	5	6	2	4	4	4	3	2	2	13.2	NaN	5.2	5	7.8	1.8	5.6	5.2	4	3	1.8	2.4	0.994227968166858	0.884222030639648	YJL020C	YJL020C
27.33023	27.51232	27.56151	27.40981	27.18149	26.77404	26.25715	26.38006	25.85303	27.14443				+	3.2276E-188	1380000000	13	7	8	9	8	7	8	5	5	6	7	37.8	NaN	21.6	24.1	25.8	24.3	22.8	24.3	16	16.5	17.5	21.8	2.38043203023596	0.9173282623291	YJL026W	YJL026W
27.51946	27.79005	27.6245	27.99475	27.73596	27.85798	27.74926	27.76199	28.22288	27.64979					1.1232E-229	2342700000	22	9	12	10	10	10	9	10	12	12	13	35.3	NaN	16.1	23	19.8	21.4	18.9	18	19.5	20.7	22.3	23.5	0.406203820860266	-0.115438079833986	YJL034W	YJL034W
22.07267	21.83098	18.67044	19.54043	19.65154	21.42859	21.60413	18.5574	22.42452	17.45594					1.2481E-08	19781000	2	1	1	0	0	0	1	1	0	2	0	1.4	NaN	0.8	0.8	0	0	0	0.8	0.8	0	1.4	0	0.0171821242068101	0.0590957641601548	YJL039C	YJL039C
27.15345	26.46649	26.18444	26.43407	26.42093	26.66112	26.77919	26.36638	27.44229	27.12977					1.8955E-203	1135800000	24	12	8	8	9	8	11	11	8	15	11	49.6	NaN	27.2	20	17.9	22	17.5	23.7	26.5	17.7	32.4	23.6	0.691318157086264	-0.343873977661133	YJL041W	YJL041W
25.40116	24.88544	25.21801	25.13962	24.14989	24.07415	24.89037	24.64669	24.33012	24.40243					5.9853E-44	288200000	9	6	5	7	5	3	3	5	5	3	3	10.6	NaN	7.3	6	8.6	6	3.4	4	6.1	6	4	3.8	1.02063876203337	0.490069961547853	YJL050W	YJL050W
24.87206	26.4309	24.77324	26.3972	25.35481	24.62801	24.44847	24.43733	23.86712	25.47184					1.0301E-156	414520000	5	1	3	2	3	2	1	1	1	1	2	53	NaN	35.5	32.2	35.2	35.5	38.6	37.7	28.9	37.3	39.8	39.2	1.25826673357575	0.995089340209958	YJL052W	YJL052W
23.61807	19.9395	25.2973	22.46296	24.62695	18.80144	24.32464	23.60037	17.49644	21.77064					1.4425E-13	123100000	4	2	0	3	2	3	0	2	3	0	1	21.2	NaN	10.6	0	15.9	11.8	17.1	0	11.8	14.7	0	4.1	0.590572540785215	1.99024772644043	YJL055W	YJL055W
23.60851	23.3684	23.82425	23.48603	23.36038	23.10498	23.94244	22.90936	22.91958	23.51953					1.2056E-58	113970000	6	2	2	3	2	1	3	4	2	2	3	21.4	NaN	7.2	7.2	12.2	5.4	2.7	12.4	14.9	7.7	7.2	10.8	0.549132332692254	0.250335693359375	YJL060W	YJL060W
23.3648	24.50803	24.1191	23.39793	23.04813	23.14703	23.94065	23.42842	23.4706	23.59685					4.9713E-31	133600000	7	2	4	4	2	2	2	3	3	3	4	29.4	NaN	10	19.7	19.1	10	13	11	13	16.7	16.7	19.7	0.234004874104795	0.17088966369629	YJL068C	YJL068C
19.75051	23.49094	21.18979	21.76519	21.69498	18.43435	18.56774	19.87993	20.92107	21.00655					1.7379E-07	25233000	4	0	3	1	1	1	0	0	0	1	1	4.2	NaN	0	3.5	1.1	0.9	1.1	0	0	0	0.7	0.9	1.24808185252279	1.81635093688965	YJL074C	YJL074C
23.02437	22.26774	20.08057	22.73037	23.34001	21.34664	21.30686	21.13959	17.95173	23.31271					1.1812E-09	46482000	4	2	1	0	2	2	0	1	1	0	4	5.5	NaN	3	1	0	3	3	0	2	2	0	5.5	0.595258812766622	1.27710266113281	YJL076W	YJL076W
26.49651	26.70477	26.90288	26.91547	27.46886	26.66682	26.05625	26.55358	26.23874	26.04454				+	2.5711E-164	1065100000	30	12	14	13	13	15	12	10	13	10	11	29.1	NaN	14.8	13.1	13.1	13.3	15.8	12.1	11.2	12.4	11	11.5	1.66060237402101	0.585715484619143	YJL080C	YJL080C
21.97229	21.85552	20.82395	21.34354	22.99988	17.60209	18.05943	19.77402	18.29714	18.53435				+	1.8138E-06	18958000	4	1	2	0	1	1	0	0	0	0	0	5.3	NaN	1.8	2.2	0	1.1	1.3	0	0	0	0	0	3.72844192368145	3.34562644958496	YJL087C	YJL087C
20.51547	21.75947	20.48866	21.18592	21.18785	18.92561	21.28212	17.28084	20.00381	20.92948					3.5122E-10	15842000	3	1	1	1	1	2	0	2	0	0	2	12.1	NaN	5.6	3.6	5.6	3.6	8.6	0	6.5	0	0	8.6	0.931399654055476	1.34310417175293	YJL088W	YJL088W
22.48589	23.14278	23.18173	21.49698	23.96376	22.91802	21.13746	22.22255	22.2637	18.50801					4.0748E-10	61172000	4	1	2	1	0	2	2	1	1	1	0	6.6	NaN	2.2	2.8	2.2	0	3.8	3.4	1.6	1.6	2.2	0	0.853378314869437	1.44427680969238	YJL101C	YJL101C
22.97274	23.37624	23.68592	22.25344	23.27242	22.70054	23.10946	22.76594	22.51302	18.74015					6.407E-57	76730000	9	3	3	4	1	3	2	3	3	2	0	6.6	NaN	2.1	1.8	3.1	1.2	2.4	1.8	2.8	2.4	1.8	0	0.671025219183649	1.14633140563965	YJL109C	YJL109C
26.8853	27.9161	26.81824	26.24558	27.20369	26.40566	26.2542	26.38785	26.15993	26.89296					3.7868E-104	1186000000	13	6	9	5	4	6	5	6	5	8	9	28.4	NaN	13.3	21.5	10.5	8.7	13.5	10	14.9	11.5	16.5	18.7	1.07433439847538	0.593661117553708	YJL111W	YJL111W
23.68913	23.17507	23.94163	24.04835	24.03204	24.01299	23.39989	23.8511	23.56558	23.04913					1.2503E-14	137830000	3	1	1	2	2	2	2	2	2	2	1	15.4	NaN	7.9	7.9	12.5	10.8	12.5	10.8	10.8	10.8	10.8	7.9	0.379365114792172	0.201504516601563	YJL115W	YJL115W
20.44223	26.20068	25.24985	23.04098	23.32389	23.54404	23.27526	24.6445	21.22187	23.68667					2.2952E-21	202140000	5	1	4	2	2	1	2	2	3	1	3	24.8	NaN	5.5	21.8	9.7	6.7	9.7	15.1	15.1	21	5.5	21	0.124865138877158	0.377055740356447	YJL121C	YJL121C
23.82055	22.97811	23.25422	23.74232	24.99097	23.42368	23.62856	23.22634	23.23152	23.24628					1.4409E-20	134290000	5	1	1	1	1	3	2	1	1	2	1	32	NaN	14.3	14.3	14.3	14.3	23.4	18.9	14.3	14.3	18.3	14.3	0.545314895323816	0.405959701538087	YJL122W	YJL122W
25.07247	27.23416	25.26259	26.47984	26.77493	25.86858	25.97022	24.8754	25.9203	26.60611					4.2986E-83	765250000	11	4	6	3	6	6	5	6	4	5	7	28.7	NaN	9.4	15.7	7.5	15.7	16.1	13.8	13.2	9.4	12.6	19.9	0.259260343272385	0.316673278808594	YJL123C	YJL123C
30.16603	30.56074	30.49743	30.30378	30.68194	29.96348	29.75132	29.57339	29.6784	29.72444				+	0	11848000000	67	42	45	44	40	47	43	35	41	39	38	37.2	NaN	26.5	27.4	26.9	24.7	26.4	27	21.7	23.7	23.8	21	3.61969459072406	0.703781127929688	YJL130C	YJL130C
23.54992	23.9247	24.11791	23.99998	24.14631	23.32141	23.26026	22.93398	23.50446	24.32347					7.2975E-66	143190000	1	1	1	1	1	1	1	1	1	1	1	81.6	NaN	60.9	71.3	73.6	73.6	73.6	60.9	69	81.6	69	71.3	1.0068012890385	0.479048919677734	YJL136C	YJL136C
31.07259	31.0817	31.09547	31.06452	31.45606	30.61579	30.84663	30.50484	30.64384	30.93255				+	0	20844000000	18	16	14	12	14	14	14	15	14	15	16	54.2	NaN	50.1	47.3	43.5	45.6	45.6	43.3	48.1	48.4	50.1	51.4	2.45284214533675	0.44533805847168	YKR059W;YJL138C	YKR059W;YJL138C
24.73014	24.83677	24.76441	25.29653	21.61966	24.80646	24.55532	24.71377	24.46837	24.51635					2.763E-26	259450000	3	1	3	1	3	1	1	1	2	2	2	17.6	NaN	10.9	17.6	10.9	17.6	6.8	10.9	10.9	17.6	17.6	17.6	0.220190151785598	-0.362552261352537	YJL140W	YJL140W
20.76037	21.36981	22.24016	20.98975	21.14401	21.89719	22.37488	18.36116	22.17493	20.67461					3.6354E-08	27817000	4	0	1	1	1	1	1	1	0	1	1	14.3	NaN	0	2.7	3.4	3.7	4.4	3.4	3.4	0	3.4	2.7	0.0959035771758127	0.204265975952147	YJL145W	YJL145W
25.54878	26.00288	25.69142	24.87371	24.44966	25.0023	25.37888	25.2711	25.53324	22.73614					3.3105E-09	397440000	1	1	1	1	1	1	1	1	1	1	1	7.9	NaN	4.4	4.4	7.9	7.9	7.9	7.9	7.9	7.9	7.9	4.4	0.400563274543425	0.528957748413088	YJL158C	YJL158C
19.70356	23.18908	22.526	22.15502	22.65174	21.99303	22.13427	21.40359	22.50191	19.86833					5.9479E-18	44354000	4	0	2	1	1	2	1	1	1	2	1	14.6	NaN	0	4.5	2	2	5	2	2	2.5	9.1	2.5	0.251768556499891	0.464852523803714	YJL164C;YKL166C;YPL203W	YJL164C;YKL166C
28.08684	28.47387	28.78622	28.24943	29.10584	27.74785	27.73324	27.89614	27.47646	28.32504				+	5.7766E-180	3239000000	13	8	7	8	8	7	8	7	6	8	8	37.5	NaN	23.3	22.2	24.1	26.1	22.2	23.9	22.2	19.9	24.1	25.3	1.802950366028	0.704693984985351	YJL167W	YJL167W
20.57298	24.45174	23.30103	23.8531	23.37186	23.45249	23.89865	21.95035	22.95161	25.06747					1.0361E-31	133730000	7	0	2	2	1	1	2	2	1	2	4	14.4	NaN	0	4.5	3.5	1.7	1.7	4	4	2.3	5.7	8.7	0.163954560860119	-0.353970336914063	YJL172W	YJL172W
25.05507	23.50045	24.28856	24.14733	22.888	23.681	23.91552	23.71816	22.97069	23.08107					1.065E-58	153730000	2	2	1	1	1	1	1	1	1	2	1	27	NaN	27	14.8	14.8	14.8	14.8	14.8	14.8	14.8	27	14.8	0.588391807809529	0.502591705322263	YJL173C	YJL173C
20.97729	18.54026	19.66944	20.31392	19.96435	21.351	20.69047	18.33477	19.59884	20.96099					2.7145E-07	8853700	4	1	1	0	0	0	2	1	0	0	1	5.3	NaN	1.1	1.2	0	0	0	2.2	1.1	0	0	1.9	0.169852778594405	-0.294160842895508	YJL176C	YJL176C
26.20968	26.14859	25.85129	26.32038	26.2551	26.15103	25.79295	26.14213	26.35659	27.01255					6.322E-156	804440000	1	1	1	1	1	1	1	1	1	1	1	47.8	NaN	46.2	46.2	40.2	43.5	38	40.2	36.4	45.7	41.8	41.8	0.255643379618073	-0.134043121337893	YJL177W	YJL177W
22.12411	19.65312	22.69886	18.55996	22.49224	18.65339	21.17463	22.24316	17.04136	18.81958					1.4606E-11	24611000	3	1	0	1	0	1	0	1	1	0	0	10.3	NaN	2.6	0	2.6	0	3.3	0	2.6	4.4	0	0	0.582783108366726	1.51923484802246	YJL178C	YJL178C
21.92455	23.18168	21.73624	18.29477	23.40717	21.29911	18.9115	18.56732	17.97836	19.09603				+	7.5789E-12	30693000	3	1	1	1	0	1	1	0	0	0	0	36.7	NaN	13.8	14.7	13.8	0	8.3	13.8	0	0	0	0	1.3373959883317	2.53841934204102	YJL179W	YJL179W
22.63551	18.96776	22.2981	21.11229	24.00804	19.71478	21.69994	19.69748	23.17445	20.46917					2.3601E-25	43684000	3	2	0	2	1	3	0	1	0	2	0	39.8	NaN	26.8	0	28.5	11.4	39.8	0	11.4	0	24.4	0	0.346140075918543	0.853175354003906	YJL184W	YJL184W
27.37948	27.662	26.6238	27.85079	28.09033	26.89481	26.25551	26.38499	26.91205	27.67875					1.0659E-08	1651900000	2	2	1	1	2	1	1	1	1	1	1	21.6	NaN	21.6	19.6	19.6	21.6	19.6	19.6	19.6	19.6	19.6	19.6	1.06341800725767	0.696057128906247	YJL189W	YJL189W
30.23649	29.33409	30.39397	29.62179	30.55554	29.40718	29.61205	29.79303	28.85436	28.98574				+	2.4878E-80	9236600000	9	8	8	8	7	9	6	8	7	7	7	55.1	NaN	49.3	49.3	49.3	42	55.1	41.3	49.3	48.6	42	42	1.33863073201373	0.697905349731446	YJL191W;YCR031C	YJL191W;YCR031C
25.39477	25.45108	26.12353	26.14682	25.0333	24.14569	25.62064	24.64295	23.83605	25.10229				+	2.0712E-140	419070000	11	4	6	7	6	4	5	6	5	3	5	18.6	NaN	5.7	10.4	9.3	9.6	6.8	7.9	8.6	6.8	4.6	6.8	1.41432280402062	0.960371017456055	YJL200C	YJL200C
21.6847	19.19074	20.91743	19.65111	21.71921	20.81902	18.54663	18.64689	19.33278	20.90845					1.5555E-05	12622000	1	1	0	1	0	1	1	0	0	0	1	2.4	11589	2.4	0	2.4	0	2.4	2.4	0	0	0	2.4	0.665488874026535	0.981887817382813	YJL204C	YJL204C
21.99431	21.28467	21.10904	21.39063	22.7198	22.16962	20.05867	18.92383	18.0475	21.60005					3.3327E-14	27640000	3	1	1	1	1	1	2	1	0	0	1	24.2	NaN	10.6	7.1	10.6	7.1	6.6	17.7	7.1	0	0	7.1	0.993502055408485	1.53975372314453	YJL217W	YJL217W
21.37624	21.32345	22.72956	22.15706	21.20514	22.64438	23.12411	22.64086	25.12116	20.66787					8.1957E-28	79793000	5	1	1	2	2	2	2	2	2	3	1	10.6	NaN	1.3	1.3	3.2	5.1	3.7	3.2	3.2	3.2	4.6	1.3	0.705019630412403	-1.08138732910156	YJR002W	YJR002W
21.85624	21.4188	18.02043	19.85515	21.08024	18.4188	20.84238	20.29939	19.85135	21.03342					0.0013681	12843000	1	1	1	0	0	1	0	1	0	0	1	2	601	2	2	0	0	2	0	2	0	0	2	0.167553546374793	0.357106781005861	YJR005W	YJR005W
27.54304	27.43412	28.56253	27.2116	28.29373	27.36911	27.54995	27.36102	26.84828	27.004					1.9115E-147	2055400000	11	7	6	7	4	6	5	6	4	4	3	38.8	NaN	25.7	20.7	27	15.1	24.3	22.4	22.7	17.8	17.8	11.2	1.09023547789921	0.582530212402343	YJR007W	YJR007W
28.35515	21.82128	29.50154	23.27938	29.85027	28.30778	28.2557	29.03575	27.80329	21.7233					0	3526000000	4	1	1	3	2	3	3	2	4	1	2	69.6	NaN	52.1	47.9	59.3	58.7	66.6	58.4	53	65.7	58.7	63	0.0787734219310763	-0.463644027709961	YJR009C	YJR009C
24.36826	22.8258	24.87704	22.18674	24.99174	22.95902	23.0486	22.74561	17.46328	23.41287					5.7874E-95	133070000	3	1	1	2	1	1	1	2	1	0	1	19.7	NaN	8.6	8.6	15.2	8.6	8.6	4.5	15.2	8.6	0	8.6	0.784650461473941	1.92404174804688	YJR014W	YJR014W
28.23777	27.48953	28.45862	27.81604	28.04406	27.29946	27.79222	27.87923	27.7467	28.23571					2.2953E-173	2572700000	19	10	8	9	5	9	8	10	7	9	8	41.2	NaN	23.4	19.3	22.1	12.1	19.1	15.6	23.1	14.4	21.5	19	0.444026395273851	0.218537521362304	YJR016C	YJR016C
22.38764	18.38249	22.95624	22.09729	22.7592	18.89471	21.93632	19.42384	22.57856	19.59517					2.4363E-18	35488000	2	1	1	1	1	1	0	1	0	1	0	15.9	NaN	5.3	10.6	5.3	5.3	5.3	0	5.3	0	5.3	0	0.515141008049539	1.23085327148437	YJR017C	YJR017C
23.37079	21.00779	21.64601	19.56463	19.02526	18.04457	21.44133	23.50361	18.27083	20.30363					3.443E-11	29424000	3	1	1	1	0	0	0	0	2	0	1	19.3	NaN	9.8	4.9	4.5	0	0	0	0	14.3	0	4.9	0.189624156688438	0.610102462768555	YJR024C	YJR024C
23.93769	23.54002	22.90975	23.74139	23.80489	23.23251	21.72987	21.59787	21.4917	23.43441				+	1.6331E-19	95616000	6	3	2	2	2	2	3	1	1	1	2	47.5	NaN	22.6	15.3	15.8	15.3	11.9	23.7	5.6	5.6	5.6	15.3	1.62549507358491	1.28947715759277	YJR025C	YJR025C
19.66503	23.00359	21.56118	18.86933	20.4228	22.34587	17.7194	21.21833	20.83777	22.49326					3.7126E-07	27052000	2	0	2	1	0	0	1	0	1	1	1	4.8	NaN	0	4.8	2	0	0	2.8	0	2	2	2.8	0.0700412758093984	-0.218538284301758	YJR032W	YJR032W
21.51701	18.83611	21.31827	19.52696	20.61944	20.13571	19.09581	20.99279	20.15746	21.31779					5.3394E-16	12951000	4	2	0	2	1	1	2	1	2	1	0	4.1	NaN	2.5	0	2	1	1	1.5	0.9	2	1	0	0.0124681064072269	0.0236438751220689	YJR041C	YJR041C
21.99959	19.32769	23.07377	21.60046	21.15955	20.94899	21.16632	21.1495	19.59683	21.51908					6.8685E-09	23584000	3	1	0	3	1	0	1	1	0	0	1	4.8	NaN	1.6	0	4.8	1.6	0	1.6	2.2	0	0	1.6	0.347699318062108	0.556068420410156	YJR042W	YJR042W
31.89926	32.12632	32.31549	32.26551	32.12343	30.73215	30.96148	30.89121	30.83047	31.15068				+	0	34039000000	32	25	26	27	26	27	16	21	18	23	20	52.9	NaN	43.6	43.7	48.9	46.2	46.2	35.2	44.2	39.1	40.2	40.4	5.7284536958853	1.23280563354492	YJR045C;YEL030W	YJR045C
21.88848	23.27739	22.60386	23.42688	22.35818	21.23771	20.68723	19.69658	20.71641	22.18628				+	0.00033158	47734000	2	1	1	1	2	1	1	1	0	1	1	17.4	NaN	10.1	10.1	10.1	17.4	10.1	10.1	10.1	0	10.1	10.1	2.17714207934237	1.80611724853516	YJR048W;YEL039C	YJR048W;YEL039C
19.15392	22.17588	19.98426	19.09555	21.00319	18.48393	19.03492	20.08806	19.49065	19.86742					1.0719E-09	7877200	4	0	2	1	0	1	0	0	0	0	0	8.7	NaN	0	4.7	1.9	0	2.1	0	0	0	0	0	0.676317354930242	0.889561080932619	YJR049C	YJR049C
19.46961	20.65735	20.30649	20.53545	21.02972	19.263	18.76434	18.81451	16.9909	20.74411					0.003158	7070700	1	0	1	0	1	1	0	0	0	0	1	2.8	6458	0	2.8	0	2.8	2.8	0	0	0	0	2.8	1.27612671230079	1.48434906005859	YJR051W	YJR051W
22.33672	19.7808	22.18767	18.27558	22.32885	22.01971	22.99101	22.09236	22.10728	22.39665					3.9078E-28	43343000	4	1	1	2	0	1	3	3	2	2	2	7.1	NaN	2.8	3.1	4.3	0	2.8	5.9	7.1	4.3	5.9	4.3	0.811057300571668	-1.33947868347168	YJR059W	YJR059W
23.02636	22.47341	24.22648	22.87305	24.60761	22.15277	22.69211	22.48463	22.31603	23.0475					8.2053E-109	98440000	7	3	2	5	2	4	1	2	2	2	3	24.8	NaN	11.1	8.3	17.4	7.4	14.2	4.6	7.4	8.3	7.4	11.1	1.12532490766742	0.902774047851562	YJR060W	YJR060W
20.56412	21.28613	21.15851	21.40187	21.65277	20.61935	20.63918	21.15524	20.6465	21.2524					2.9509E-08	22235000	1	1	1	1	1	1	1	1	1	1	1	2.4	8413	2.4	2.4	2.4	2.4	2.4	2.4	2.4	2.4	2.4	2.4	0.781688631758382	0.350146102905274	YJR062C	YJR062C
23.32855	19.01641	23.11899	23.10172	20.01534	22.7701	23.18457	19.85845	22.50084	20.25822					0.00012372	51267000	1	1	0	1	1	0	1	1	0	1	0	12	12366	12	0	12	12	0	12	12	0	12	0	0.000518885458878805	0.0017646789550767	YJR063W	YJR063W
25.28708	25.26062	26.41023	24.50585	26.55659	24.54981	25.32872	25.96935	25.02559	26.41936					3.7192E-109	549150000	14	5	5	7	4	7	3	5	7	3	7	24.9	NaN	12.1	10.7	14.1	8	13	7.7	11	14.4	5.9	14.4	0.106499393821838	0.145508956909179	YJR064W	YJR064W
24.72276	25.32893	24.82129	24.24096	26.24191	24.23359	23.91077	24.19137	24.66725	23.53077				+	6.4778E-37	292080000	9	4	3	5	2	5	2	1	2	5	1	29.2	NaN	15.8	14.9	17.4	9.1	16.7	9.1	2.4	9.1	15.8	2.4	1.42083195105626	0.964417266845704	YJR065C	YJR065C
25.17748	24.03498	24.11378	24.08805	25.35377	24.20434	25.30619	18.69756	24.06036	18.98691					7.2659E-35	212310000	7	3	1	2	1	4	2	3	0	2	0	44.2	NaN	21.3	4.1	14.2	7.1	22.3	13.7	17.8	0	13.2	0	0.829035689632376	2.30254173278809	YJR069C	YJR069C
28.88731	28.59776	29.10234	28.78166	29.69729	27.96185	28.05972	28.16327	27.86148	28.50321				+	2.7252E-269	4277200000	13	9	12	10	9	13	8	9	7	8	10	48.6	NaN	38.5	44	43.1	39.7	48.6	38.2	37.8	34.8	38.2	42.5	2.47553982700734	0.903366851806641	YJR070C	YJR070C
22.48716	22.62333	22.65189	22.54616	22.83879	22.60408	21.93359	22.20389	21.83684	23.03058					7.1958E-26	60082000	5	1	1	2	1	2	3	1	1	1	3	10.4	NaN	3.6	3.6	7.5	3.6	7	6.5	3.6	3.6	3.6	10.4	0.663810524022966	0.307669830322265	YJR072C	YJR072C
18.52187	18.51098	23.71816	18.73577	23.91369	20.25742	21.55286	19.76831	18.07406	21.59873					2.485E-47	37109000	2	1	0	2	0	2	1	2	0	1	1	12.4	NaN	6	0	12.4	0	12.4	6.4	12.4	0	6.4	6.4	0.112092968221501	0.429819869995118	YJR074W	YJR074W
25.04039	25.52106	25.46793	25.53282	25.34252	24.01112	24.98503	24.94873	23.48038	24.24205				+	1.4031E-22	334200000	5	3	4	5	4	4	2	3	3	1	2	16.9	NaN	10.4	13.7	16.9	13.7	13.5	7.7	10.4	10.4	4.8	7.7	2.08062729553641	1.04748268127441	YJR076C	YJR076C
19.78405	19.35822	18.86025	18.62092	18.38105	19.13418	19.15783	19.05084	20.5148	20.02901					5.604E-10	3964400	3	1	0	0	1	0	1	1	0	1	0	2.5	NaN	1.1	0	0	1.1	0	1.1	1.2	0	1.3	0	0.753572787805421	-0.576433181762695	YJR091C	YJR091C
29.05365	29.17829	28.01228	28.88376	28.70111	28.17831	28.72429	28.91076	27.98972	28.7855					1.1229E-86	4348300000	7	6	6	3	5	4	4	5	6	4	5	53.3	NaN	53.3	52.2	33.7	52.2	42.4	42.4	52.2	52.2	42.4	52.2	0.407039566250743	0.248096847534182	YPR043W;YJR094W-A	YPR043W;YJR094W-A
19.93227	20.84667	18.70011	20.83938	21.01127	20.63927	19.81933	20.36922	18.04761	20.50446					5.5042E-18	10351000	1	0	1	0	1	1	1	0	1	0	1	7.6	9860	0	7.6	0	7.6	7.6	7.6	0	7.6	0	7.6	0.249554555661325	0.389962005615232	YJR097W	YJR097W
22.80404	21.94195	22.88947	21.78133	22.86174	18.90891	21.84487	21.6546	21.37459	21.20479				+	2.8162E-20	42552000	1	1	1	1	1	1	0	1	1	1	1	6.4	9345	6.4	6.4	6.4	6.4	6.4	0	6.4	6.4	6.4	6.4	1.42183975249694	1.45815277099609	YJR099W	YJR099W
21.67818	22.10827	21.60155	22.13662	22.54239	20.08301	18.53118	20.77233	18.28077	21.24458				+	5.6122E-28	26054000	1	1	1	1	1	1	0	0	1	0	1	5.3	8494	5.3	5.3	5.3	5.3	5.3	0	0	5.3	0	5.3	2.16589173540813	2.23102722167969	YJR101W	YJR101W
22.92278	20.97071	22.92202	24.70219	23.51953	23.19957	22.69818	22.54861	22.38667	22.61347					4.2926E-37	91748000	5	1	1	1	5	2	2	2	1	2	1	18.9	NaN	3.1	2.2	3.1	15.6	6.2	5.4	5.4	6.4	5.4	3.1	0.206611039168412	0.318144989013675	YJR103W	YJR103W
